18;55;23;65;34;49
35;8;40;7;52;99
5;28;36;9;57;44
23;15;17;37;45;98
9;30;3;31;53;20
18;17;32;30;67;48
47;4;11;28;59;39
49;15;29;45;40;27
60;66;58;39;65;32
12;58;17;53;12;100
68;67;32;12;63;59
31;46;40;21;32;1
11;33;34;43;38;97
41;70;22;51;28;87
46;44;34;59;56;73
14;52;13;12;8;96
3;18;46;8;9;71
36;58;39;11;4;96
61;5;68;42;9;69
51;35;62;41;46;55
26;41;10;23;7;20
68;28;34;29;22;92
64;4;32;66;10;53
24;15;33;61;30;4
3;16;62;28;4;61
18;46;43;61;66;55
54;45;18;23;12;31
28;37;52;50;29;91
13;2;24;8;43;91
55;38;54;34;64;34
55;60;51;38;43;9
18;2;23;40;40;100
37;62;3;8;31;2
38;61;67;33;61;68
8;51;16;40;33;47
28;5;53;45;59;7
47;64;3;37;44;44
7;48;48;61;51;1
8;48;57;17;32;20
30;47;13;28;28;16
38;63;14;65;30;10
20;57;59;57;38;37
54;38;47;42;59;18
41;8;32;15;16;1
66;46;27;17;68;38
61;33;30;2;35;60
19;49;64;38;30;55
39;69;45;63;60;85
60;8;62;21;33;9
13;13;45;46;59;95
5;12;42;62;14;28
34;60;22;60;31;58
65;36;36;19;21;93
15;26;64;6;47;25
24;58;32;28;22;44
4;4;45;60;16;78
21;69;9;68;34;54
61;52;16;11;32;93
58;21;37;37;3;9
42;28;61;53;18;79
26;36;44;66;48;1
58;39;9;24;66;92
18;15;51;10;57;90
7;62;5;55;18;45
62;7;37;4;19;64
27;39;41;6;45;16
57;15;33;30;62;50
39;22;4;60;70;84
29;6;34;57;37;4
40;15;67;63;20;67
50;36;64;18;41;25
45;66;60;14;58;92
25;4;54;26;17;80
16;29;42;23;17;44
67;31;21;60;53;54
8;45;51;11;14;89
59;18;53;33;69;72
13;32;65;36;47;12
10;66;52;44;70;20
51;60;14;61;40;23
35;32;51;69;14;21
3;3;42;7;49;20
22;58;57;4;43;65
64;66;3;5;62;17
15;43;31;21;32;70
6;11;20;63;19;62
6;60;53;50;51;93
9;4;1;46;26;65
7;64;12;70;40;57
46;57;36;26;69;12
30;17;27;12;25;72
32;54;58;27;3;91
6;29;13;23;44;14
20;42;30;54;20;25
12;14;35;16;12;85
32;58;58;51;24;37
14;64;32;49;70;8
10;50;38;28;24;1
65;63;35;33;33;41
64;43;31;31;61;95
2;45;54;11;35;90
46;67;1;61;65;78
19;14;31;2;57;79
64;37;8;47;45;62
7;64;3;24;28;13
27;68;66;70;41;84
50;54;70;40;14;53
49;35;64;43;8;60
24;60;15;10;49;96
41;5;38;14;23;20
53;8;64;2;27;67
37;51;21;18;41;30
24;2;32;58;29;22
4;17;53;7;35;70
44;20;25;8;25;47
57;23;22;28;25;42
49;8;54;21;22;13
11;21;69;32;54;23
62;52;10;12;29;88
69;5;25;7;17;59
33;48;36;36;36;49
47;35;10;26;63;78
56;56;60;43;2;1
17;63;45;27;59;26
22;69;22;67;60;55
23;62;69;11;41;3
46;24;35;37;28;34
53;25;54;22;66;99
32;32;34;41;44;24
29;4;20;61;26;1
37;12;37;50;15;62
25;2;51;22;20;99
16;64;34;34;56;2
40;29;66;58;54;27
1;47;7;27;45;79
5;1;56;23;1;77
9;29;46;42;51;36
64;27;42;63;61;55
36;56;26;39;28;26
65;23;44;35;64;74
70;36;67;30;45;2
42;7;20;36;68;65
21;21;40;44;38;2
28;43;64;19;15;3
17;70;6;41;33;27
54;34;35;58;50;12
38;42;57;9;44;19
51;31;60;26;13;78
61;61;67;24;57;21
43;53;10;18;53;10
70;57;32;30;56;79
32;45;59;24;54;23
58;16;47;7;23;17
63;16;38;30;21;87
68;56;2;20;36;89
48;57;21;38;16;97
60;67;44;32;14;39
35;2;49;65;48;24
8;16;22;27;53;26
53;24;65;26;58;53
17;45;35;54;53;4
66;60;33;47;52;31
3;54;46;19;59;84
14;13;69;17;14;4
57;23;40;37;60;55
69;30;18;38;31;35
70;36;17;26;51;11
24;48;27;42;31;94
18;64;41;15;20;23
43;18;50;47;70;74
19;16;47;39;25;93
23;56;25;57;18;39
4;30;53;38;36;32
40;47;42;48;4;37
25;50;70;1;24;78
21;50;2;4;15;96
61;34;25;48;19;95
6;38;65;47;16;8
33;60;55;46;5;15
24;67;68;62;32;72
64;25;21;70;31;48
60;11;47;24;11;94
45;36;58;38;43;95
46;13;38;48;53;57
15;55;14;48;27;9
60;23;23;26;22;5
45;22;69;27;49;96
59;3;26;38;12;48
58;36;46;5;14;11
55;41;39;9;34;43
34;35;28;8;41;45
33;17;25;3;49;37
7;44;31;59;60;3
35;68;40;33;28;25
56;57;18;54;25;6
9;2;44;57;28;7
51;37;15;7;43;92
40;60;36;63;32;30
5;28;59;49;10;28
7;43;58;41;66;30
51;57;18;27;66;70
10;61;20;33;47;83
15;69;65;43;49;85
5;69;33;60;15;54
2;69;67;48;26;24
3;12;5;66;36;27
47;3;45;6;67;61
7;35;2;5;53;26
16;29;31;48;32;99
51;22;2;15;48;7
51;11;11;28;20;59
62;61;61;51;55;90
5;56;61;67;59;2
1;58;30;49;10;8
57;5;36;62;36;4
14;14;20;20;42;46
20;19;11;68;63;21
52;53;59;64;16;17
6;56;69;5;29;15
50;18;59;36;66;53
28;13;58;52;37;62
40;21;44;2;16;63
17;53;66;20;51;77
48;33;57;26;33;91
14;64;1;68;31;22
46;32;40;29;62;82
64;36;18;65;68;47
14;68;18;56;34;91
41;12;16;57;63;18
30;55;7;11;50;6
11;70;30;1;5;68
18;21;40;68;37;100
43;50;14;7;34;54
22;1;41;47;68;13
50;63;30;22;29;14
63;37;17;58;51;27
39;18;57;21;33;11
56;30;4;12;26;28
46;41;59;60;64;57
25;1;29;32;22;90
24;59;22;48;5;88
29;10;46;62;61;46
60;56;59;68;41;79
32;68;5;26;34;70
28;67;52;7;47;62
66;20;41;14;49;12
13;15;35;68;34;10
41;24;19;47;36;69
15;58;36;4;29;75
32;18;15;59;20;84
45;66;57;55;48;78
26;69;39;41;23;10
35;23;12;37;42;15
13;59;15;61;16;40
15;24;4;18;12;71
55;46;37;20;65;76
52;34;40;2;38;82
20;8;43;14;22;64
32;7;9;68;34;13
46;14;26;33;39;64
23;54;30;53;47;56
70;38;8;57;37;86
17;13;34;10;41;79
67;41;6;27;19;92
30;46;15;16;61;52
3;24;4;65;32;53
41;1;66;59;31;28
26;13;47;67;10;53
21;21;6;56;57;78
46;50;43;44;66;44
53;64;13;42;43;4
14;38;69;9;45;29
14;53;47;65;50;32
38;4;40;31;5;25
69;26;25;27;49;7
55;34;12;43;34;11
28;41;16;34;34;14
64;45;49;17;62;69
63;60;3;17;11;13
24;7;19;32;49;79
17;63;41;55;10;73
4;42;66;18;32;50
22;18;57;47;1;72
67;36;40;13;40;99
28;11;32;1;14;8
42;7;69;24;36;92
9;67;68;14;37;3
57;34;32;65;50;31
20;32;49;12;51;26
12;18;59;41;50;93
65;33;41;56;45;51
5;60;55;41;18;27
29;43;70;64;17;4
9;3;18;61;58;89
54;45;34;15;3;26
20;53;37;51;62;26
50;14;49;60;46;4
41;69;7;18;44;37
44;43;47;7;14;87
16;70;11;21;44;62
5;47;54;53;25;11
65;58;69;11;7;78
50;9;4;70;65;35
60;39;57;65;54;53
27;1;14;22;70;39
50;58;50;50;61;87
44;63;49;12;56;99
34;46;64;28;45;70
35;30;41;11;57;62
27;17;69;70;31;71
28;44;64;48;63;95
68;61;65;20;23;88
22;28;10;35;51;41
28;55;59;68;45;64
14;2;24;5;63;8
45;67;58;44;42;6
53;64;1;68;37;6
24;20;2;64;35;55
11;5;21;58;61;17
69;5;58;7;39;88
38;8;31;12;34;3
51;41;51;7;61;48
25;3;55;5;52;34
40;17;55;51;56;53
54;33;9;64;20;48
30;50;33;8;16;37
45;9;22;29;27;35
23;29;9;36;13;39
21;67;22;11;19;97
68;47;55;47;39;87
3;25;17;39;12;75
6;3;25;66;3;23
50;50;44;25;37;16
40;22;61;35;1;83
36;7;17;58;25;34
33;17;2;45;39;18
12;43;29;61;2;10
51;8;53;11;15;65
39;3;1;33;2;56
64;55;37;59;64;38
69;7;42;7;48;83
11;38;62;8;42;90
19;6;28;63;14;56
59;18;8;27;67;83
32;49;14;38;6;1
36;4;47;38;8;59
60;31;65;69;32;77
55;30;32;25;15;100
6;11;26;22;36;75
67;24;21;28;25;44
15;53;29;58;68;65
18;33;29;26;18;61
8;22;53;17;39;66
44;52;28;26;2;3
50;14;36;15;2;28
58;40;29;26;24;43
66;44;27;16;48;27
64;2;34;60;58;7
8;57;11;49;14;97
36;35;46;57;23;50
31;52;42;28;55;20
37;39;10;24;44;91
59;25;47;67;39;34
70;16;69;4;69;59
66;70;70;22;27;58
52;47;11;47;34;48
12;35;20;13;53;86
41;9;33;17;38;47
11;70;38;6;4;31
1;51;12;63;52;64
48;70;16;4;20;92
17;36;67;47;64;70
13;39;13;14;68;66
14;51;26;40;50;31
50;65;22;67;1;89
7;22;18;5;52;98
1;29;22;22;16;92
6;26;13;17;9;22
19;37;41;47;41;56
55;51;53;20;50;83
11;52;54;13;45;47
3;10;52;51;33;1
61;11;37;23;30;5
15;38;23;37;10;18
42;20;3;61;31;67
37;64;67;43;40;24
31;16;46;39;40;38
61;65;48;24;29;23
2;15;25;18;25;30
18;46;28;70;63;84
24;43;17;66;3;20
2;10;22;26;24;3
29;46;27;16;8;50
56;66;54;59;26;49
19;15;10;1;13;21
61;37;64;22;4;92
6;67;60;8;24;63
55;20;58;61;41;46
21;6;33;44;26;54
25;62;28;67;25;4
31;49;58;42;56;4
56;36;38;37;67;97
63;5;62;46;31;75
1;34;56;66;15;18
10;28;61;55;56;29
29;69;22;26;11;77
34;9;30;2;1;28
30;57;67;52;65;59
21;34;17;47;10;17
10;15;43;35;63;44
12;14;52;29;16;34
38;67;68;65;49;54
57;31;25;69;38;83
5;15;50;1;21;43
39;49;66;14;55;63
32;47;45;32;70;39
53;38;62;66;6;10
65;46;4;42;48;35
67;45;68;59;45;9
56;68;37;32;56;37
31;6;21;23;56;47
64;24;34;42;49;95
68;57;40;27;24;70
46;22;67;38;67;28
51;70;63;24;48;4
34;24;34;22;6;47
48;11;29;27;16;42
17;9;5;27;32;28
39;61;6;53;69;100
19;48;48;32;60;96
47;7;44;51;19;98
53;17;41;62;3;12
66;14;28;63;49;45
26;21;62;7;41;73
45;17;8;15;44;71
44;36;39;40;9;7
44;14;5;66;38;61
32;4;62;42;69;32
22;40;22;68;38;47
67;47;70;35;66;66
3;21;41;56;41;15
41;69;55;68;49;77
22;66;51;70;13;16
31;14;63;50;9;56
30;45;49;52;5;94
19;48;31;3;33;81
48;69;45;3;37;62
53;63;34;70;70;83
49;13;29;14;24;64
32;60;2;55;22;53
68;37;46;26;11;15
51;66;44;2;44;30
18;66;55;67;54;77
42;46;36;57;20;91
5;25;38;46;38;68
19;32;10;20;39;62
13;52;66;28;7;24
57;43;26;40;65;92
28;36;39;58;17;35
43;37;53;11;15;83
62;6;36;63;58;65
12;6;21;17;57;70
70;63;14;20;47;77
51;29;34;12;11;93
67;1;1;63;35;81
63;67;52;13;32;47
12;38;11;67;20;89
6;11;69;60;61;57
67;58;64;70;13;88
20;52;63;25;6;64
25;51;1;22;35;79
2;63;11;44;24;89
53;8;68;25;6;54
48;61;21;40;18;9
3;27;55;4;43;19
23;10;38;68;16;7
62;46;5;21;20;27
48;31;17;15;8;72
25;34;41;3;64;59
38;35;37;55;18;64
37;9;27;16;17;12
62;23;68;53;28;58
52;11;55;50;65;17
32;66;36;60;30;47
49;17;39;30;4;88
44;52;28;44;20;37
12;59;3;47;39;51
2;31;37;22;9;56
59;29;56;20;3;1
49;16;27;44;36;25
40;27;29;64;13;79
27;67;8;15;52;36
65;30;54;45;11;80
14;32;16;1;61;62
36;36;35;36;47;54
56;22;59;42;68;75
27;32;52;49;48;63
30;44;8;5;12;48
39;28;48;11;26;94
70;66;68;30;16;32
50;41;56;34;69;10
37;58;55;50;47;96
21;37;55;33;63;91
60;47;24;52;12;45
42;57;60;70;57;36
31;11;4;35;20;60
10;7;11;23;23;12
4;49;37;47;55;62
70;24;68;54;63;38
50;23;50;32;8;9
62;26;59;9;69;32
36;48;23;23;66;90
6;15;35;13;28;88
36;9;28;65;3;88
1;59;57;29;43;82
42;70;70;26;28;84
58;12;35;6;45;13
28;69;13;26;61;76
36;61;6;33;29;15
39;28;57;20;36;68
9;10;31;63;10;99
31;9;38;21;50;12
33;32;61;43;50;21
33;32;16;18;21;38
9;51;68;5;50;73
30;38;36;22;62;24
5;46;8;37;33;31
48;66;30;19;45;45
24;58;31;45;56;66
70;15;65;33;51;46
24;35;40;55;34;93
31;69;59;37;47;36
66;25;10;64;38;3
13;3;58;15;14;46
41;58;69;53;41;94
52;61;64;39;68;41
59;7;53;31;44;90
10;10;23;57;41;77
52;16;12;53;59;13
2;49;70;13;67;88
22;33;35;53;64;56
65;50;32;23;24;95
1;39;54;27;30;24
60;46;62;52;64;87
7;52;49;48;42;13
63;17;15;27;55;52
14;41;26;30;53;39
43;68;12;28;53;94
2;31;55;53;14;12
18;37;69;4;27;46
64;51;70;23;49;60
25;66;66;44;48;1
34;13;62;65;40;57
11;31;48;66;30;28
38;30;66;42;56;44
70;66;60;47;39;65
21;66;20;48;17;15
24;54;45;67;38;36
54;38;30;53;42;24
69;34;36;59;20;17
53;30;24;41;39;55
4;43;45;62;53;9
41;21;1;64;27;50
15;27;37;29;25;81
55;58;6;63;3;41
27;22;48;26;61;79
55;39;51;35;47;21
31;51;36;26;45;15
47;16;46;54;42;88
33;18;22;16;27;14
27;55;19;44;16;4
25;18;57;55;1;36
61;41;68;20;51;29
27;64;1;8;37;8
55;47;41;15;37;58
21;68;4;30;6;88
39;32;13;69;36;19
36;42;30;64;35;77
35;59;60;7;64;52
43;41;46;58;8;32
38;39;52;25;1;47
68;53;68;41;48;34
7;55;59;55;13;61
54;48;54;38;21;6
53;51;1;35;14;73
10;8;69;57;35;80
48;39;24;47;50;21
60;17;21;63;46;40
35;11;52;34;11;3
69;10;10;23;33;8
55;5;14;9;7;11
38;50;24;13;26;64
3;64;28;10;45;67
44;7;44;66;15;99
47;54;26;68;51;81
18;41;54;8;42;24
47;26;40;60;63;33
66;64;30;25;59;38
37;5;63;59;66;5
50;18;63;28;3;26
15;34;19;4;4;57
15;3;36;39;61;94
16;64;70;56;69;34
56;16;69;37;14;70
49;57;6;40;48;62
22;13;22;13;7;10
36;25;4;37;45;21
33;56;13;49;47;98
70;13;56;66;10;32
10;16;30;12;48;17
48;58;57;47;34;61
59;8;8;65;15;61
32;17;67;9;44;46
2;65;15;8;52;89
44;57;44;65;44;57
7;51;50;53;39;96
66;34;48;9;14;96
12;66;39;3;38;79
57;33;2;57;4;99
35;10;50;34;10;91
26;52;39;24;6;17
27;30;16;24;68;3
29;52;30;30;54;98
43;27;19;19;60;8
35;13;41;22;5;23
64;46;57;67;54;60
51;36;55;1;17;85
25;41;43;17;55;45
64;12;58;31;48;28
67;64;47;49;18;82
59;29;21;32;58;6
34;38;59;13;59;30
22;70;41;67;66;99
2;53;4;24;7;92
4;28;66;29;10;33
52;30;26;40;28;35
11;2;7;3;7;76
66;51;66;20;43;67
60;5;42;33;67;3
63;11;38;22;43;89
43;2;55;70;35;3
25;3;11;26;30;6
23;15;9;70;47;91
28;51;67;33;68;10
50;50;65;70;43;8
64;51;54;45;10;39
16;8;24;36;53;94
8;6;9;52;15;26
13;1;52;27;8;4
57;17;25;25;35;44
32;19;26;58;31;49
28;67;17;10;36;79
27;43;68;38;64;21
14;35;63;38;47;72
58;47;31;59;28;64
24;46;33;35;41;51
41;64;7;63;64;81
66;26;28;54;18;10
19;34;9;10;47;7
63;67;27;46;23;23
39;4;8;66;54;87
47;14;18;14;70;91
25;33;17;69;64;19
26;15;51;36;54;42
49;49;28;30;16;50
44;41;7;24;43;100
34;68;38;59;55;42
25;14;19;22;17;93
65;35;29;69;3;71
56;70;33;57;62;97
35;64;44;47;63;26
56;61;15;20;24;59
32;62;19;46;45;26
15;31;51;62;26;51
70;60;43;54;56;94
70;39;33;21;9;81
40;35;46;67;48;90
43;65;46;27;16;64
56;28;62;16;19;21
62;12;44;56;2;80
47;4;3;27;2;44
38;7;26;50;66;74
16;64;20;28;14;65
68;26;29;41;8;42
38;60;12;70;43;19
25;12;19;45;58;94
68;27;4;33;65;94
39;61;35;17;4;90
16;46;14;32;48;76
1;9;46;32;15;11
7;5;2;67;11;50
36;33;45;13;47;99
42;39;31;61;31;9
21;4;20;8;47;54
46;12;11;29;10;34
66;12;56;10;13;77
13;54;35;53;59;13
34;42;13;7;47;86
36;36;8;68;14;34
35;8;37;66;9;2
51;38;62;26;19;68
50;1;64;45;23;13
30;1;11;50;21;85
15;40;30;47;48;50
26;65;68;28;52;39
42;13;52;63;10;77
28;62;20;27;2;76
47;43;52;14;4;31
39;46;49;63;67;36
34;49;34;52;70;50
23;17;46;57;49;93
66;4;6;18;67;39
3;64;2;20;10;69
28;9;52;17;22;88
53;66;37;9;54;18
30;16;52;27;1;62
53;62;1;46;69;50
2;61;1;15;60;21
5;52;8;25;9;45
64;4;10;55;7;23
51;22;4;21;37;28
27;1;64;16;59;87
52;17;58;5;31;67
26;19;61;30;60;8
53;47;42;46;35;25
63;27;66;55;29;13
52;37;4;36;41;96
54;4;10;54;31;75
11;69;1;2;5;76
17;60;7;50;62;42
11;65;21;43;67;82
24;19;24;11;7;85
18;32;43;3;52;95
29;19;40;45;16;19
17;55;50;58;26;17
15;15;33;39;28;70
16;27;26;20;47;56
16;57;65;32;43;17
55;36;26;28;10;37
4;10;13;32;24;21
47;24;55;2;66;48
4;53;23;66;23;35
62;65;22;52;59;65
36;21;53;61;58;94
56;26;24;14;25;36
11;48;35;32;31;98
43;46;48;56;61;20
69;57;63;23;13;81
38;19;10;36;53;40
48;9;58;56;43;28
37;54;57;48;54;74
16;45;30;44;33;21
14;59;29;15;44;71
43;39;18;37;11;16
9;44;54;37;58;73
13;36;69;26;50;22
66;51;8;67;15;4
59;10;58;55;16;68
12;27;14;27;5;66
1;52;13;39;61;57
60;10;63;11;13;71
58;33;56;39;32;12
5;51;31;59;7;9
12;33;54;24;7;24
25;51;37;9;66;39
7;68;47;41;24;54
60;46;32;10;60;46
9;1;45;18;67;74
70;35;69;34;53;68
30;7;66;17;7;27
13;60;53;69;31;47
29;67;66;65;60;12
25;45;6;29;22;15
28;62;9;60;47;30
1;1;38;43;26;77
60;48;27;29;29;8
12;44;41;19;15;97
32;59;69;47;24;16
49;38;28;11;53;5
25;32;30;12;38;51
9;69;46;59;9;80
16;31;7;41;9;70
3;43;58;55;26;65
65;2;37;60;5;31
57;2;13;24;16;53
58;48;43;64;16;91
14;56;35;1;41;92
22;5;41;38;23;54
9;70;48;70;11;38
25;67;9;3;18;80
65;3;48;30;6;68
36;39;19;48;48;25
8;16;13;22;5;67
70;63;14;58;50;44
31;28;40;12;10;34
26;19;26;51;9;5
5;65;62;51;1;68
43;10;38;6;41;56
45;47;7;52;2;79
2;66;70;48;29;33
21;36;36;66;45;87
32;58;67;28;47;21
19;47;67;41;21;98
4;27;17;23;34;77
22;34;65;12;11;62
7;34;70;32;4;96
20;56;6;1;15;88
47;23;27;35;63;38
2;2;56;69;55;91
21;38;18;4;43;58
50;41;33;6;19;54
20;48;28;38;27;52
30;26;16;40;46;31
14;22;34;4;3;58
50;23;69;15;70;18
70;58;10;54;20;84
55;59;70;37;3;31
1;24;31;21;1;19
32;1;66;21;29;48
54;36;12;68;29;59
44;24;50;30;1;69
62;14;66;53;67;94
44;36;27;34;13;89
49;50;2;43;1;79
19;36;19;9;2;51
59;23;66;15;60;15
52;33;65;30;53;82
25;69;59;18;37;35
39;2;51;15;40;72
70;68;67;25;7;40
69;15;26;70;25;24
64;59;36;8;47;61
20;35;3;34;47;76
67;47;38;55;56;74
62;3;47;15;16;32
58;9;43;11;18;28
38;41;53;18;46;88
30;33;14;41;29;27
60;3;56;12;10;48
43;36;60;36;51;13
3;26;7;34;13;41
58;2;23;69;19;69
48;9;53;61;64;50
30;2;8;20;23;17
30;22;22;26;60;100
14;26;49;55;19;35
22;23;1;9;45;12
36;38;38;18;21;46
2;23;12;19;53;26
9;8;32;6;37;72
64;60;18;25;43;88
5;45;14;35;29;29
31;32;8;30;58;61
20;69;7;48;57;22
37;55;1;53;68;87
56;8;28;65;36;26
21;12;9;52;4;57
31;1;47;68;58;74
69;2;70;54;15;33
15;60;33;59;63;20
17;41;23;2;67;29
13;60;50;19;36;61
39;49;59;24;39;43
6;31;46;28;40;61
60;55;70;65;39;62
21;38;3;15;9;39
34;15;58;34;17;20
39;47;70;33;4;61
70;34;6;33;68;66
68;67;14;54;28;17
17;27;8;17;64;14
42;23;50;35;34;11
68;4;22;70;42;46
4;37;21;33;66;33
37;6;15;39;69;42
38;50;55;44;22;64
13;13;47;49;11;43
36;65;48;7;20;57
21;63;65;5;32;69
30;7;8;18;3;11
42;4;66;58;1;45
46;11;49;37;3;33
45;49;41;22;3;58
64;33;27;14;45;95
48;66;4;35;9;48
19;38;20;50;8;2
39;12;37;13;68;42
21;44;17;43;31;55
4;56;20;55;12;29
56;64;36;3;22;35
